scenario_id,scenario_type,cell_id,target_name,model_family,model_name,forecast_origin,horizon,cycle,step,y_true_capacity,y_pred_capacity,y_true_soh,y_pred_soh,true_eol_cycle,true_rul,includes_eol
eol_o516_lead30_h34,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,516,34,545,29,0.9154693608419677,0.9091280800936216,0.8055716025001696,0.7999915624542083,546,30,True
eol_o516_lead30_h34,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,516,34,546,30,0.9082054109790256,0.9091280800936216,0.7991796553942726,0.7999915624542083,546,30,True
eol_o516_lead30_h34,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,516,34,547,31,0.9051652213843582,0.9091280800936216,0.7965044261529267,0.7999915624542083,546,30,True
eol_o516_lead30_h34,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,516,34,548,32,0.9080098804336743,0.9091280800936216,0.7990075973642675,0.7999915624542083,546,30,True
eol_o516_lead30_h34,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,516,34,549,33,0.904316571072652,0.9091280800936216,0.7957576522893703,0.7999915624542083,546,30,True
eol_o516_lead30_h34,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,516,34,550,34,0.9017156348157407,0.9091280800936216,0.7934689461042133,0.7999915624542083,546,30,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,527,1,0.9312746949888249,0.9306379683419355,0.8194795811844854,0.818919290554095,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,528,2,0.9352998331901032,0.9294475349795475,0.8230215206199093,0.8178717630753746,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,529,3,0.9353480978179562,0.9125300778957159,0.8230639913079155,0.8029851665422957,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,530,4,0.9249468582290783,0.9207010608562928,0.8139113712400037,0.8101752617209039,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,531,5,0.9223838159929514,0.9159792568132288,0.8116560100780164,0.8060202878764877,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,532,6,0.9220335876084542,0.9154928854120346,0.8113478249513388,0.8055923030570832,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,533,7,0.920049387488886,0.9152973166089818,0.8096018186529614,0.8054202113620326,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,534,8,0.9184037313390245,0.9172105164269685,0.8081537157250941,0.8071037406085615,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,535,9,0.9244328869213767,0.9159993642071186,0.8134590997520715,0.8060379814730304,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,536,10,0.9262613856406237,0.9118227538136959,0.8150680958653643,0.8023627533642994,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,537,11,0.9268205733368475,0.9118227538136959,0.8155601557286579,0.8023627533642994,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,538,12,0.9152078153123178,0.9118179163031295,0.8053414542718846,0.8023584965739514,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,539,13,0.9133654766532882,0.9062804139288767,0.8037202796379924,0.7974857451173952,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,540,14,0.9130792400215082,0.9052281630125585,0.8034684043573767,0.7965598119369433,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,541,15,0.9111961033235048,0.9069115631061393,0.8018113292957467,0.7980411278269558,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,542,16,0.9117602857831919,0.9095377995684991,0.8023077843248202,0.8003520970477954,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,543,17,0.918676181827017,0.9084768159436072,0.8083934598231513,0.7994184794790495,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,544,18,0.9193216861925535,0.9052912766930377,0.808961474448663,0.7966153491191779,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,545,19,0.9154693608419677,0.9052912766930377,0.8055716025001696,0.7966153491191779,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,546,20,0.9082054109790256,0.9052912766930377,0.7991796553942726,0.7966153491191779,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,547,21,0.9051652213843582,0.9052912766930377,0.7965044261529267,0.7966153491191779,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,548,22,0.9080098804336743,0.9052912766930377,0.7990075973642675,0.7966153491191779,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,549,23,0.904316571072652,0.9052912766930377,0.7957576522893703,0.7966153491191779,546,20,True
eol_o526_lead20_h24,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,526,24,550,24,0.9017156348157407,0.9052912766930377,0.7934689461042133,0.7966153491191779,546,20,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,537,1,0.9268205733368475,0.9085416349653487,0.8155601557286579,0.7994755172844096,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,538,2,0.9152078153123178,0.920379614414911,0.8053414542718846,0.8098924034014691,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,539,3,0.9133654766532882,0.9219526203554913,0.8037202796379924,0.8112765774333888,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,540,4,0.9130792400215082,0.9093214930897271,0.8034684043573767,0.8001617571367193,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,541,5,0.9111961033235048,0.9093214930897271,0.8018113292957467,0.8001617571367193,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,542,6,0.9117602857831919,0.9140168785246404,0.8023077843248202,0.8042934838016951,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,543,7,0.918676181827017,0.9093575051001236,0.8083934598231513,0.8001934460759293,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,544,8,0.9193216861925535,0.9093575051001236,0.808961474448663,0.8001934460759293,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,545,9,0.9154693608419677,0.9092314182849744,0.8055716025001696,0.800082495385411,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,546,10,0.9082054109790256,0.9092314182849744,0.7991796553942726,0.800082495385411,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,547,11,0.9051652213843582,0.9092225188774404,0.7965044261529267,0.800074664309577,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,548,12,0.9080098804336743,0.9092314182849744,0.7990075973642675,0.800082495385411,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,549,13,0.904316571072652,0.9067757905771282,0.7957576522893703,0.7979216541466237,546,10,True
eol_o536_lead10_h14,eol_crossing,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,536,14,550,14,0.9017156348157407,0.8992245032862201,0.7934689461042133,0.7912768631092904,546,10,True
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,183,1,1.0150877595914665,1.0081804323033243,0.893231284573339,0.8871531491921787,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,184,2,1.0153942816533181,1.0027934164060484,0.8935010101142795,0.8824128190241965,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,185,3,1.0165844509873452,1.0022786996186421,0.8945483052599924,0.8819598915478655,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,186,4,1.0169052738273479,1.0015005061591757,0.8948306148384385,0.881275116525334,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,187,5,1.0171024175181245,0.9938864606150875,0.8950040923634052,0.8745751010657021,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,188,6,1.0171814836716528,0.9971800195630687,0.8950736669998985,0.8774732838702187,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,189,7,1.0176641895655365,0.9759807223597234,0.8954984263387742,0.8588188618322493,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,190,8,1.0178259690774354,0.9759991680353179,0.8956407849869459,0.8588350931919031,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,191,9,1.0178926496597,0.9766573485315808,0.8956994608813102,0.8594142622387199,546,364,False
pre_01_o182_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,10,192,10,1.0179827226589993,0.976695754170913,0.8957787210439013,0.8594480574630554,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,183,1,1.0150877595914665,1.0081804323033243,0.893231284573339,0.8871531491921787,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,184,2,1.0153942816533181,1.0027934164060484,0.8935010101142795,0.8824128190241965,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,185,3,1.0165844509873452,1.0022786996186421,0.8945483052599924,0.8819598915478655,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,186,4,1.0169052738273479,1.0015005061591757,0.8948306148384385,0.881275116525334,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,187,5,1.0171024175181245,0.9938864606150875,0.8950040923634052,0.8745751010657021,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,188,6,1.0171814836716528,0.9971800195630687,0.8950736669998985,0.8774732838702187,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,189,7,1.0176641895655365,0.9759807223597234,0.8954984263387742,0.8588188618322493,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,190,8,1.0178259690774354,0.9759991680353179,0.8956407849869459,0.8588350931919031,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,191,9,1.0178926496597,0.9766573485315808,0.8956994608813102,0.8594142622387199,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,192,10,1.0179827226589993,0.976695754170913,0.8957787210439013,0.8594480574630554,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,193,11,1.0181064880712825,0.9717835323276629,0.8958876290049667,0.8551255245729716,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,194,12,1.0180678765624265,0.9716069240941372,0.8958536526247681,0.8549701173209308,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,195,13,1.0180860320477265,0.9715871375075052,0.8958696286300971,0.854952706020255,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,196,14,1.0180417858298227,0.9713631219229473,0.895830693960969,0.8547555824450089,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,197,15,1.00796474638787,0.9709397469728804,0.8869633553487349,0.8543830316513155,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,198,16,1.0049758650134848,0.970640914712798,0.8843332750189771,0.8541200727878839,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,199,17,1.0042760903073429,0.9494668562730347,0.8837175049500614,0.8354878597195354,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,200,18,1.0009381517235738,0.970640914712798,0.8807802700747173,0.8541200727878839,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,201,19,0.9986502877006203,0.9706009804750387,0.8787670532854868,0.8540849324661185,546,364,False
pre_01_o182_h20,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,20,202,20,1.0078769490713313,0.9662080188768786,0.8868860976839734,0.8502193250894862,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,183,1,1.0150877595914665,1.0081804323033243,0.893231284573339,0.8871531491921787,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,184,2,1.0153942816533181,1.0027934164060484,0.8935010101142795,0.8824128190241965,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,185,3,1.0165844509873452,1.0022786996186421,0.8945483052599924,0.8819598915478655,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,186,4,1.0169052738273479,1.0015005061591757,0.8948306148384385,0.881275116525334,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,187,5,1.0171024175181245,0.9938864606150875,0.8950040923634052,0.8745751010657021,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,188,6,1.0171814836716528,0.9971800195630687,0.8950736669998985,0.8774732838702187,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,189,7,1.0176641895655365,0.9759807223597234,0.8954984263387742,0.8588188618322493,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,190,8,1.0178259690774354,0.9759991680353179,0.8956407849869459,0.8588350931919031,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,191,9,1.0178926496597,0.9766573485315808,0.8956994608813102,0.8594142622387199,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,192,10,1.0179827226589993,0.976695754170913,0.8957787210439013,0.8594480574630554,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,193,11,1.0181064880712825,0.9717835323276629,0.8958876290049667,0.8551255245729716,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,194,12,1.0180678765624265,0.9716069240941372,0.8958536526247681,0.8549701173209308,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,195,13,1.0180860320477265,0.9715871375075052,0.8958696286300971,0.854952706020255,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,196,14,1.0180417858298227,0.9713631219229473,0.895830693960969,0.8547555824450089,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,197,15,1.00796474638787,0.9709397469728804,0.8869633553487349,0.8543830316513155,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,198,16,1.0049758650134848,0.970640914712798,0.8843332750189771,0.8541200727878839,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,199,17,1.0042760903073429,0.9494668562730347,0.8837175049500614,0.8354878597195354,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,200,18,1.0009381517235738,0.970640914712798,0.8807802700747173,0.8541200727878839,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,201,19,0.9986502877006203,0.9706009804750387,0.8787670532854868,0.8540849324661185,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,202,20,1.0078769490713313,0.9662080188768786,0.8868860976839734,0.8502193250894862,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,203,21,1.010826925698474,0.9592907734168172,0.8894819435970249,0.8441324621659432,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,204,22,1.0097372893208885,0.9688493912783054,0.8885231129027602,0.8525436132516374,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,205,23,0.9982085578875513,0.9659883527394015,0.8783783510431105,0.8500260288308111,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,206,24,1.0415557005729,0.9655531204492233,0.9165218746720435,0.8496430441144944,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,207,25,1.044341963796334,0.9590149850412572,0.9189736601996605,0.8438897808779026,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,208,26,1.047131570983558,0.9592907734168172,0.9214283882640615,0.8441324621659432,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,209,27,1.0478773629113949,0.9592630253907906,0.9220846514052842,0.8441080451589426,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,210,28,1.0479598841856932,0.9497008146778207,0.9221572663916728,0.8356937325265604,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,211,29,1.0476109398352653,0.9587489513695522,0.9218502111568597,0.843655683287747,546,364,False
pre_01_o182_h30,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,182,30,212,30,1.0475365528277853,0.9489320803111941,0.9217847539571062,0.8350172810776001,546,364,False
pre_02_o292_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,292,10,293,1,0.9789707932244056,0.9864681583007242,0.8614499888596309,0.8680473307886978,546,254,False
pre_02_o292_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,292,10,294,2,0.9892033407141838,0.9873939812969224,0.8704541675155048,0.8688620131216958,546,254,False
pre_02_o292_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,292,10,295,3,0.9903933073219733,0.9872985861270083,0.8715012842713042,0.8687780696898503,546,254,False
pre_02_o292_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,292,10,296,4,0.980937370285595,0.9867217797674391,0.8631804876642718,0.8682705062002507,546,254,False
pre_02_o292_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,292,10,297,5,0.976057455305984,0.9862153171262946,0.8588863833519502,0.8678248419990392,546,254,False
pre_02_o292_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,292,10,298,6,0.9763281732222993,0.9821753612485105,0.8591246028653493,0.8642698636789528,546,254,False
pre_02_o292_h10,pre_eol_rolling,CS2_35,capacity_raw,machine_learning,RandomForestRegressor,292,10,299,7,0.9753005618768142,0.9836060183078564,0.8582203513920195,0.8655287771382362,546,254,False
