experiment_name,cell_id,model_family,primary_target,model_name,cycle,y_true_capacity,y_pred_capacity_raw,y_pred_capacity,y_true_soh,y_pred_soh,initial_capacity,train_end_cycle,horizon_index,y_pred_capacity_q10,y_pred_capacity_q50,y_pred_capacity_q90,y_pred_soh_q10,y_pred_soh_q50,y_pred_soh_q90
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,406,0.9856877492146195,0.9703001,0.9703001,0.8673606061150061,0.8538202,1.1364220858837624,381,25,0.95435315,0.9703001,0.9857224,0.8397876,0.8538202,0.86739117
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,407,0.9856803390142376,0.9689914,0.9689914,0.8673540854740627,0.8526686,1.1364220858837624,381,26,0.95312774,0.9689914,0.984326,0.8387093,0.8526686,0.86616236
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,408,0.9853698945649968,0.968452,0.968452,0.8670809084097509,0.85219395,1.1364220858837624,381,27,0.9521845,0.968452,0.98406506,0.8378793,0.85219395,0.86593276
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,409,0.9854542185801662,0.96772134,0.96772134,0.8671551097265126,0.851551,1.1364220858837624,381,28,0.95106506,0.96772134,0.9836203,0.8368943,0.851551,0.86554134
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,410,0.985297622303797,0.96705335,0.96705335,0.8670173120910086,0.85096323,1.1364220858837624,381,29,0.950098,0.96705335,0.98358804,0.83604324,0.85096323,0.86551297
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,411,0.9853335546291078,0.96704483,0.96704483,0.8670489309109498,0.8509557,1.1364220858837624,381,30,0.9499243,0.96704483,0.9837947,0.8358904,0.8509557,0.8656948
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,412,0.9853377683630882,0.96866316,0.96866316,0.8670526388061348,0.8523798,1.1364220858837624,381,31,0.95122594,0.96866316,0.9858432,0.83703583,0.8523798,0.86749744
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,413,0.9852932157733464,0.9701316,0.9701316,0.8670134345436559,0.8536719,1.1364220858837624,381,32,0.95307285,0.9701316,0.9874252,0.838661,0.8536719,0.8688895
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,414,0.985001545746897,0.97223616,0.97223616,0.8667567781216519,0.8555238,1.1364220858837624,381,33,0.9554982,0.97223616,0.9894294,0.8407952,0.8555238,0.87065315
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,415,0.9773805009610612,0.97349113,0.97349113,0.8600506036460748,0.8566282,1.1364220858837624,381,34,0.9572398,0.97349113,0.99074,0.8423277,0.8566282,0.8718064
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,416,0.995719875020912,0.97467184,0.97467184,0.8761884227606942,0.85766715,1.1364220858837624,381,35,0.9589433,0.97467184,0.9923949,0.8438268,0.85766715,0.87326264
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,417,0.993555581536314,0.976358,0.976358,0.8742839424522929,0.8591509,1.1364220858837624,381,36,0.9605969,0.976358,0.99411714,0.84528184,0.8591509,0.87477815
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,418,0.994893575792434,0.97737443,0.97737443,0.8754613168387467,0.8600453,1.1364220858837624,381,37,0.96172875,0.97737443,0.99533147,0.84627783,0.8600453,0.8758467
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,419,1.001265742844724,0.97843736,0.97843736,0.8810685354342342,0.86098063,1.1364220858837624,381,38,0.9627777,0.97843736,0.9965997,0.8472008,0.86098063,0.87696266
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,420,1.00263829677192,0.97993225,0.97993225,0.8822763207670303,0.86229604,1.1364220858837624,381,39,0.9641934,0.97993225,0.9988274,0.8484466,0.86229604,0.87892294
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,421,0.9948594436312188,0.9816961,0.9816961,0.8754312820817325,0.8638482,1.1364220858837624,381,40,0.9654499,0.9816961,1.0009667,0.8495523,0.8638482,0.8808054
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,422,0.9934414749163852,0.9819603,0.9819603,0.8741835337913331,0.86408067,1.1364220858837624,381,41,0.96549636,0.9819603,1.0016232,0.84959316,0.86408067,0.88138306
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,423,0.9939879712280604,0.9826877,0.9826877,0.8746644258106484,0.86472076,1.1364220858837624,381,42,0.96574897,0.9826877,1.0025326,0.8498154,0.86472076,0.8821834
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,424,0.993445939253542,0.983241,0.983241,0.8741874622059708,0.8652076,1.1364220858837624,381,43,0.9658953,0.983241,1.0033997,0.8499442,0.8652076,0.8829464
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,425,0.9913147160524218,0.9833079,0.9833079,0.8723120822502365,0.8652665,1.1364220858837624,381,44,0.96573704,0.9833079,1.003445,0.84980494,0.8652665,0.88298625
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,426,0.9976250852090603,0.98255265,0.98255265,0.8778649214945841,0.8646019,1.1364220858837624,381,45,0.96499515,0.98255265,1.0028374,0.8491521,0.8646019,0.8824516
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,427,0.998701919449891,0.9825057,0.9825057,0.8788124868879414,0.86456054,1.1364220858837624,381,46,0.9649342,0.9825057,1.0031234,0.84909844,0.86456054,0.88270324
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,428,0.9955553099302764,0.9825497,0.9825497,0.8760436129293124,0.86459935,1.1364220858837624,381,47,0.964397,0.9825497,1.0036821,0.8486258,0.86459935,0.88319486
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,429,0.9881069541713804,0.98124236,0.98124236,0.8694893969813674,0.8634489,1.1364220858837624,381,48,0.9625043,0.98124236,1.0028048,0.8469603,0.8634489,0.8824228
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,430,0.9889495882195654,0.97809273,0.97809273,0.8702308768053272,0.86067736,1.1364220858837624,381,49,0.9592547,0.97809273,0.9996827,0.8441007,0.86067736,0.87967557
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,431,0.988816821569559,0.97562903,0.97562903,0.8701140481624703,0.8585094,1.1364220858837624,381,50,0.9563728,0.97562903,0.99787253,0.84156483,0.8585094,0.8780827
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,432,0.9809571841742688,0.9747487,0.9747487,0.8631979229895087,0.85773474,1.1364220858837624,381,51,0.9546057,0.9747487,0.9978578,0.84000987,0.85773474,0.87806976
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,433,0.9816788972713012,0.973268,0.973268,0.863832997849455,0.8564318,1.1364220858837624,381,52,0.95222193,0.973268,0.9975047,0.83791226,0.8564318,0.87775904
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,434,0.9892655330718618,0.9729286,0.9729286,0.8705088939753743,0.85613316,1.1364220858837624,381,53,0.9507242,0.9729286,0.99830264,0.8365943,0.85613316,0.8784612
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,435,0.9903264740977348,0.973248,0.973248,0.8714424740589117,0.85641426,1.1364220858837624,381,54,0.95009464,0.973248,1.0000767,0.8360403,0.85641426,0.8800222
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,436,0.9792207921052558,0.9731092,0.9731092,0.8616699765595847,0.85629207,1.1364220858837624,381,55,0.9489256,0.9731092,1.0010012,0.8350116,0.85629207,0.88083583
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,437,0.973238798590952,0.97017413,0.97017413,0.8564060930178882,0.85370934,1.1364220858837624,381,56,0.94608146,0.97017413,0.9978673,0.8325089,0.85370934,0.8780781
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,438,0.9720977593639226,0.96901256,0.96901256,0.8554020301426565,0.85268724,1.1364220858837624,381,57,0.94511986,0.96901256,0.9969356,0.8316627,0.85268724,0.87725824
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,439,0.9700858311534226,0.9684937,0.9684937,0.8536316243792597,0.85223067,1.1364220858837624,381,58,0.94469947,0.9684937,0.99684197,0.8312928,0.85223067,0.87717587
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,440,0.9681595295032572,0.96808517,0.96808517,0.8519365661134153,0.8518712,1.1364220858837624,381,59,0.94456047,0.96808517,0.99679434,0.8311705,0.8518712,0.87713397
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,441,0.9788781701672882,0.96822405,0.96822405,0.8613684847615779,0.8519934,1.1364220858837624,381,60,0.94470996,0.96822405,0.9972187,0.83130205,0.8519934,0.8775074
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,442,0.9813787075150308,0.9686434,0.9686434,0.8635688444508197,0.8523624,1.1364220858837624,381,61,0.9448685,0.9686434,0.99790287,0.8314416,0.8523624,0.8781094
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,443,0.9823075093479224,0.9701902,0.9701902,0.8643861480252829,0.8537235,1.1364220858837624,381,62,0.945908,0.9701902,0.9999982,0.8323563,0.8537235,0.8799532
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,444,0.8611774910333061,0.9705817,0.9705817,0.7577972143718005,0.85406804,1.1364220858837624,381,63,0.9460312,0.9705817,1.0008379,0.8324647,0.85406804,0.8806921
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,445,0.9824913092926336,0.96966976,0.96966976,0.864547883657663,0.8532655,1.1364220858837624,381,64,0.94489306,0.96966976,0.9999837,0.83146316,0.8532655,0.87994045
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,446,0.9831632980012408,0.9690892,0.9690892,0.8651392033063695,0.85275465,1.1364220858837624,381,65,0.94929713,0.9690892,0.9959292,0.83533853,0.85275465,0.87637264
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,447,0.9836859313429328,0.968628,0.968628,0.8655990969921612,0.8523488,1.1364220858837624,381,66,0.94925165,0.968628,0.99465257,0.83529854,0.8523488,0.87524927
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,448,0.983707631528226,0.96834946,0.96834946,0.8656181921730475,0.8521037,1.1364220858837624,381,67,0.94836223,0.96834946,0.9940047,0.83451587,0.8521037,0.8746792
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,449,0.9832480213267872,0.96813625,0.96813625,0.8652137559981895,0.85191613,1.1364220858837624,381,68,0.9480667,0.96813625,0.9939871,0.8342558,0.85191613,0.8746637
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,450,0.9817405131429382,0.96778834,0.96778834,0.8638872170277008,0.85160995,1.1364220858837624,381,69,0.94738245,0.96778834,0.99339044,0.8336537,0.85160995,0.87413865
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,451,0.9811430019380722,0.96801275,0.96801275,0.8633614342113616,0.8518074,1.1364220858837624,381,70,0.94696987,0.96801275,0.99325454,0.83329064,0.8518074,0.8740191
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,452,0.9805609324642006,0.9678668,0.9678668,0.8628492394193896,0.85167897,1.1364220858837624,381,71,0.9465181,0.9678668,0.9931836,0.83289313,0.85167897,0.8739567
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,453,0.9799591251500388,0.96720433,0.96720433,0.8623196762213162,0.8510961,1.1364220858837624,381,72,0.9460134,0.96720433,0.99228245,0.832449,0.8510961,0.8731637
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,454,0.9798144649805848,0.966555,0.966555,0.8621923818196578,0.85052466,1.1364220858837624,381,73,0.9455059,0.966555,0.99122715,0.83200246,0.85052466,0.87223506
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,455,0.979550311463612,0.9660329,0.9660329,0.8619599386805689,0.8500653,1.1364220858837624,381,74,0.9453219,0.9660329,0.99022454,0.8318405,0.8500653,0.8713528
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,456,0.9792325874814763,0.9656082,0.9656082,0.8616803559567885,0.8496915,1.1364220858837624,381,75,0.94471866,0.9656082,0.9897487,0.8313097,0.8496915,0.8709341
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,457,0.9788148413941968,0.9656933,0.9656933,0.8613127583075799,0.84976643,1.1364220858837624,381,76,0.94492406,0.9656933,0.9892874,0.83149046,0.84976643,0.87052816
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,458,0.978454502141382,0.96535134,0.96535134,0.8609956760744106,0.84946555,1.1364220858837624,381,77,0.94429487,0.96535134,0.9895192,0.8309368,0.84946555,0.8707321
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,459,0.9607773034528436,0.9652035,0.9652035,0.8454405413158395,0.84933543,1.1364220858837624,381,78,0.94417983,0.9652035,0.9895112,0.8308356,0.84933543,0.8707251
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,460,0.9587713482601572,0.9653652,0.9653652,0.8436753915377742,0.8494777,1.1364220858837624,381,79,0.94444853,0.9653652,0.98998934,0.831072,0.8494777,0.87114584
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,461,0.952311715574929,0.9653001,0.9653001,0.8379912071440814,0.8494204,1.1364220858837624,381,80,0.94427866,0.9653001,0.9902608,0.83092254,0.8494204,0.8713847
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,462,0.951345880473916,0.96548927,0.96548927,0.8371413159698334,0.8495869,1.1364220858837624,381,81,0.9443263,0.96548927,0.9899571,0.83096445,0.8495869,0.8711175
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,463,0.948735987195704,0.965765,0.965765,0.8348447280113354,0.8498295,1.1364220858837624,381,82,0.9444964,0.965765,0.9905608,0.8311141,0.8498295,0.8716487
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,464,0.9633420200021447,0.96655786,0.96655786,0.8476973757976393,0.8505272,1.1364220858837624,381,83,0.94521105,0.96655786,0.99187773,0.831743,0.8505272,0.87280756
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,465,0.9660969305473444,0.96768653,0.96768653,0.8501215723874628,0.85152036,1.1364220858837624,381,84,0.9465784,0.96768653,0.99298406,0.8329462,0.85152036,0.8737811
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,466,0.959268694580761,0.9682024,0.9682024,0.8441130337895234,0.8519743,1.1364220858837624,381,85,0.94712687,0.9682024,0.99375814,0.8334288,0.8519743,0.87446225
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,467,0.9560470139663728,0.9693269,0.9693269,0.841278100665285,0.85296386,1.1364220858837624,381,86,0.9480246,0.9693269,0.9947637,0.83421874,0.85296386,0.875347
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,468,0.9608633070281408,0.97100675,0.97100675,0.8455162205694952,0.854442,1.1364220858837624,381,87,0.9493196,0.97100675,0.9966612,0.8353583,0.854442,0.8770168
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,469,0.9663064844315432,0.97234714,0.97234714,0.8503059703209436,0.8556215,1.1364220858837624,381,88,0.9507065,0.97234714,0.9977537,0.8365787,0.8556215,0.8779781
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,470,0.9669751427153166,0.97309744,0.97309744,0.8508943593465347,0.85628176,1.1364220858837624,381,89,0.95136,0.97309744,0.9982797,0.8371538,0.85628176,0.878441
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,471,0.9526530915023635,0.9742552,0.9742552,0.8382916025092148,0.8573005,1.1364220858837624,381,90,0.9529629,0.9742552,0.99928015,0.8385642,0.8573005,0.87932134
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,472,0.9475278837165426,0.9752409,0.9752409,0.8337816516296211,0.8581679,1.1364220858837624,381,91,0.95389354,0.9752409,1.0002686,0.8393832,0.8581679,0.8801911
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,473,0.9457341980978322,0.9759211,0.9759211,0.8322032894691256,0.85876644,1.1364220858837624,381,92,0.9546224,0.9759211,1.0011872,0.84002453,0.85876644,0.88099945
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,475,0.945439167610476,0.975802,0.975802,0.8319436759936212,0.85866165,1.1364220858837624,381,93,0.95455956,0.975802,1.0012828,0.8399693,0.85866165,0.8810836
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,476,0.9393260881307248,0.9762834,0.9762834,0.8265644427354105,0.8590852,1.1364220858837624,381,94,0.95473665,0.9762834,1.0016186,0.8401251,0.8590852,0.88137907
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,477,0.942018913329528,0.97686344,0.97686344,0.8289340070304488,0.85959566,1.1364220858837624,381,95,0.95512944,0.97686344,1.0020236,0.84047073,0.85959566,0.88173544
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,478,0.9478591269209188,0.9773292,0.9773292,0.8340731306570801,0.8600055,1.1364220858837624,381,96,0.95520914,0.9773292,1.002361,0.8405408,0.8600055,0.8820324
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,479,0.9557047065306752,0.9775729,0.9775729,0.840976885615041,0.86021996,1.1364220858837624,381,97,0.9554065,0.9775729,1.0022506,0.8407145,0.86021996,0.8819352
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,480,0.9580373695284496,0.97705626,0.97705626,0.8430295234744685,0.85976535,1.1364220858837624,381,98,0.95506173,0.97705626,1.0018045,0.8404111,0.85976535,0.8815426
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,481,0.9470525060843586,0.97625023,0.97625023,0.833363340829357,0.85905606,1.1364220858837624,381,99,0.9535188,0.97625023,1.0012878,0.83905345,0.85905606,0.881088
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,482,0.9442808824367636,0.9754672,0.9754672,0.8309244374658769,0.858367,1.1364220858837624,381,100,0.9527464,0.9754672,1.000367,0.8383737,0.858367,0.88027775
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,483,0.9439518387706248,0.9742191,0.9742191,0.8306348939325136,0.85726875,1.1364220858837624,381,101,0.95107013,0.9742191,0.99929565,0.8368987,0.85726875,0.879335
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,484,0.9416596634551784,0.97319394,0.97319394,0.8286178834010227,0.85636663,1.1364220858837624,381,102,0.94948673,0.97319394,0.99825674,0.83550537,0.85636663,0.87842077
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,485,0.9402955114801426,0.97252536,0.97252536,0.8274174914058469,0.85577834,1.1364220858837624,381,103,0.9486691,0.97252536,0.9980436,0.8347859,0.85577834,0.87823325
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,486,0.949578448237963,0.9716829,0.9716829,0.8355860555979107,0.85503703,1.1364220858837624,381,104,0.948213,0.9716829,0.9979028,0.83438456,0.85503703,0.87810934
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,487,0.952855528682381,0.97068757,0.97068757,0.8384697380651248,0.85416114,1.1364220858837624,381,105,0.94707197,0.97068757,0.99749404,0.8333805,0.85416114,0.8777496
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,488,0.950774452142479,0.9696132,0.9696132,0.8366384849015754,0.85321575,1.1364220858837624,381,106,0.94566524,0.9696132,0.99700916,0.83214265,0.85321575,0.877323
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,489,0.9399280358044688,0.96842325,0.96842325,0.8270941294435633,0.8521687,1.1364220858837624,381,107,0.94410837,0.96842325,0.996371,0.83077264,0.8521687,0.8767614
pre_eol_70_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,490,0.9395637773489832,0.96760213,0.96760213,0.8267735984894308,0.8514461,1.1364220858837624,381,108,0.9436601,0.96760213,0.99575716,0.8303782,0.8514461,0.8762213
